Pdv;NOM PDV;RUE;Rue 2;CP;LOCALITE;Téléphone;E-Mail distributeur;Canal;Libellé;S-Canal;Libellé;Tête de groupe;Nom tête de groupe;Intercanal;Désignation Inter-canal;AGENCE COM.;Libellé;Chef vente;Libellé;Ingénieur Com;Libellé;Pdv en travaux
1036549;ESPACE 06 GRAND QUEVILLY;C CIAL HYPER U CASE No 7;;76120;LE GRAND QUEVILLY;09 67 13 24 02;espace06.grand.quevilly@gmail.com;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1024588;ESPACE 06;IC08;INDEPENDANTS;AG03;Ouest PGP;Z21;G. Allain;M55;Y. Thorel;NON
1036722;ATLANTEL COMMUNICATION ST NAZAIRE;53 AVENUE DE LA REPUBLIQUE;;44600;SAINT NAZAIRE;02 40 53 47 01;saint-nazaire@atlantelcom.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1036718;ATLANTEL COMMUNICATION;IC08;INDEPENDANTS;AG03;Ouest PGP;Z22;Y. Daniel;M81;C. Jaud;NON
1036732;ATLANTEL COMMUNICATION VANNES;RUE ARISTIDE BOUCICAUT- BAT A;ESPACE COPERNIC II - PARKING FLY;56000;VANNES;02 97 49 95 19;vannes@atlantelcom.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1036718;ATLANTEL COMMUNICATION;IC08;INDEPENDANTS;AG03;Ouest PGP;Z22;Y. Daniel;M86;S. Allain;NON
1036737;BREST TELEPHONE AURAY;41 PLACE DE LA REPUBLIQUE;;56400;AURAY;02 97 56 38 97;michaelcunin@sfr.fr;C3;C3 Réseau Direct;S3;EspaceSFR indep 2009;1000432;BREST TELEPHONE;IC08;INDEPENDANTS;AG03;Ouest PGP;Z22;Y. Daniel;M86;S. Allain;NON
1036865;AB COM 2000 SAINT MAUR DES FOSSES;100 BOULEVARD DE CRETEIL;;94100;SAINT MAUR DES FOSSES;01 48 85 72 30;espace.smaur@abcom2000.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1004536;AB COM 2000;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M69;A. Marcel;NON
1039614;CORSE GSM AJACCIO;C CIAL CARREFOUR;22 COURS NAPOLEON;20090;AJACCIO;04 95 76 22 03;agence19@corsegsm.com;C3;C3 Réseau Direct;D3;Dist SFR PDM 2010;1011560;CORSE GSM / SOCODI;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z10;F. Depreeuw;M37;D. Alcantara;NON
1039661;AB COM 2000 CHARENTON LE PONT;69 RUE DE PARIS;;94220;CHARENTON LE PONT;01 56 29 38 00;espace.charenton@abcom2000.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1004536;AB COM 2000;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M69;A. Marcel;NON
1039697;LOGA PROTECH NOGENT;92 GRANDE RUE CHARLES DE GAULLE;;94130;NOGENT SUR MARNE;01 41 79 15 00;sfrnogent@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1039694;LOGA PRO TECH SON;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M69;A. Marcel;NON
1046912;VEGA DIFFUSION TOULON B STRASBOURG;13 BD DE STRASBOURG  BP 5533;;83097;TOULON CEDEX;04 94 24 39 45;sfrtoulon@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1023476;VEGA DIFFUSION;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z16;S. Mattei;M29;M. Castaldo;NON
1046913;VEGA DIFFUSION TOULON MAYOL;C CIAL MAYOL;;83000;TOULON;04 94 41 51 00;sfrmayol@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1023476;VEGA DIFFUSION;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z16;S. Mattei;M29;M. Castaldo;NON
1046953;MOBILE SETE PERPIGNAN VAUBAN;29 QUAI VAUBAN;;66000;PERPIGNAN;04 68 34 24 80;secretariat.sfrperpignan@yahoo.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1012010;MOBILE SETE PERPIGNAN;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z27;N. Salles;M33;A. Villedieu;NON
1046956;MOBILE SETE PERPIGNAN CATALOGNE;2 PLACE DE CATALOGNE;;66000;PERPIGNAN;04 68 73 76 09;secretariat.sfrperpignan@yahoo.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1012010;MOBILE SETE PERPIGNAN;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z27;N. Salles;M33;A. Villedieu;NON
1046971;HCOMC FECAMP;45 RUE JACQUES HUET;;76400;FECAMP;02 27 30 21 30;g.bilet@hcomc.fr;C3;C3 Réseau Direct;S3;EspaceSFR indep 2009;1047224;HCOMC FECAMP;IC08;INDEPENDANTS;AG03;Ouest PGP;Z21;G. Allain;M55;Y. Thorel;NON
1047134;DISTRIBUTEUR PDM GHISONACCIA;C CIAL LECLERC;;20240;GHISONACCIA;04 95 60 60 90;agence18@corsegsm.com;C3;C3 Réseau Direct;D3;Dist SFR PDM 2010;1011560;CORSE GSM / SOCODI;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z10;F. Depreeuw;M37;D. Alcantara;NON
1047163;DIGAME MONTIGNY;167BIS BD VICTOR BORDIER;;95370;MONTIGNY LES CORMEILLES;01 39 97 19 56;espacesfr.montigny@sfr.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1047135;DIGAME;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M56;A. Maje;NON
1047171;SMARTLOG REIMS;1 RUE EN MEMOIRE DES HARKIS;;51100;REIMS;03 10 57 18 00;contact.smartlog@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1047282;SMARTLOG REIMS;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z23;F. Groux;M04;N. Martel;NON
1047191;TIM TELECOM;8 RUE DU FOUR BANAL;;57100;THIONVILLE;03 82 53 14 18;tim.thionville@gmail.com;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1047275;TIM TELECOM;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z07;G. Dommain;M77;G. Lacoste;NON
1047217;LCT AUCH;6 RUE D'ALSACE;;32000;AUCH;05 62 60 34 84;espacesfr.auch@lct.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1022367;LCT;IC08;INDEPENDANTS;AG06;Sud-Ouest PGP;Z26;R. Juan;M40;L. Pravie;NON
1047234;FD.COM CARPENTRAS;307 AVENUE FRÉDÉRIC MISTRAL;;84200;CARPENTRAS;04 90 67 08 86;espacesfr_carpentras@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1047284;FD.COM CARPENTRAS;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z16;S. Mattei;M27;D. Laurent;NON
1047419;LGC.TOURCOING;7 RUE DE TOURNAI;;59200;TOURCOING;03 20 28 82 56;espacesfr.tourcoing@lgc-tourcoing.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1047417;LGC.TOURCOING;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M10;C. Vidallet;NON
1047423;PLANETE TELECOM COULOMMIERS;6 RUE BEAUREPAIRE;;77120;COULOMMIERS;01 64 03 85 05;rpv.coulommiers@foxtelecom.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1001061;PLANETE TELECOM;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z19;J. Zenou;M70;A. Fakhour;NON
1047558;PERTUIS TELECOM;1093 ROUTE D'AIX EN PROVENCE;;84120;PERTUIS;04 90 09 10 14;espacesfr.pertuis@gmail.com;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1047556;PERTUIS TELECOM;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z11;L. Limbal;M34;N. Bordji;NON
1047627;JV TELECOM CLICHY;90 BOULEVARD JEAN JAURES;;92110;CLICHY;01 42 70 14 08;espace.clichy@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1031730;JV TELECOM;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M68;G. Bricard;NON
1047628;JV TELECOM ASNIERES;5 RUE PIERRE BROSSOLETTE;;92600;ASNIERES SUR SEINE;01 41 11 01 74;espace.asnieres@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1031730;JV TELECOM;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z19;J. Zenou;M65;M. Benhamma;NON
1047727;B&J MONTAUBAN BESSIERES;18 RUE BESSIERES;;82000;MONTAUBAN;05 63 20 19 21;bj.bessieres@averontel.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1047700;B&J MONTAUBAN;IC08;INDEPENDANTS;AG06;Sud-Ouest PGP;Z26;R. Juan;M39;I. Trift;
1047729;B&J MONTAUBAN RESISTANCE;15 RUE DE LA RÉSISTANCE;;82000;MONTAUBAN;05 63 03 58 81;bj.resist@averontel.com;C3;C3 Réseau Direct;3I;EspaceSFR indep Nv.E;1047700;B&J MONTAUBAN;IC08;INDEPENDANTS;AG06;Sud-Ouest PGP;Z26;R. Juan;M39;I. Trift;NON
1047862;SMS MONTROUGE;71 AVENUE DE LA REPUBLIQUE;;92120;MONTROUGE;08 11 46 20 46;alan.ncpro@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050259;STRATEGIES MANAGEMENT ET SERVICES;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z18;P. Kim;M62;JT. Louis Charles;OUI
1047870;ZAP NANTES ORLEANS;3 ALLEE D'ORLEANS;;44000;NANTES;02 49 44 45 47;boutiquenanteshd@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050276;ZAP NANTES;IC08;INDEPENDANTS;AG03;Ouest PGP;Z22;Y. Daniel;M81;C. Jaud;OUI
1047872;SMS ITALIE;55 AVENUE D'ITALIE;;75013;PARIS;08 11 46 20 46;stephane.miquel@s-m-s.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050259;STRATEGIES MANAGEMENT ET SERVICES;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z06;O. Fernandes;M61;S. El Korbi;OUI
1047874;SMS ANTONY;12 AVENUE ARISTIDE BRIAND;;92160;ANTONY;08 11 46 20 46;bellahcenm@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050259;STRATEGIES MANAGEMENT ET SERVICES;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z18;P. Kim;M62;JT. Louis Charles;OUI
1047875;SMS MONTPARNASSE;116 BOULEVARD DU MONTPARNASSE;;75014;PARIS;08 11 46 20 46;oueriemmi.f@hotmail.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050259;STRATEGIES MANAGEMENT ET SERVICES;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z06;O. Fernandes;M60;D. Cochet;OUI
1047877;CONNECTING STORE CHELLES;13 AVENUE DU MARECHAL FOCH;;77500;CHELLES;08 11 46 20 46;;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050219;CONNECTING STORE;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z19;J. Zenou;M74;J. Bertout;OUI
1047880;DSV CHATOU;11 AVENUE DU MARECHAL FOCH;;78400;CHATOU;01 39 52 05 65;sfr.chatou@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050278;DECORS SIGNALETIQUE VIDEO SARL;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z01;S. Morin;M63;Y. Ahsinat;OUI
1047894;S2FM FLANDRE;87 AVENUE DE FLANDRE;;75019;PARIS;01 77 15 77 19;fslimane@s2fm.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050280;S2FM;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z18;P. Kim;M62;JT. Louis Charles;OUI
1047901;POWA MULTIMEDIA HENIN BEAUMONT;75 RUE DE L'ABBAYE;;62110;HÉNIN-BEAUMONT;08 11 46 20 46;michel.pora@Powamultimedia.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050282;POWA MULTIMEDIA;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M12;D. Descatoire;OUI
1047907;DAMONET TALENCE;311 COURS DE LA LIBERATION;;33400;TALENCE;08 11 46 20 46;sfrtalence@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050284;DAMONET;IC08;INDEPENDANTS;AG06;Sud-Ouest PGP;Z12;N. Saint Esteben;M38;B. Pilat;OUI
1047908;CALL SAT VILLENEUVE-D'ASCQ;91 BOULEVARD DE VALMY;;59650;VILLENEUVE D'ASCQ;08 11 46 20 46;;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050286;CALL SAT;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M10;C. Vidallet;OUI
1047909;CALL SAT LAMBERSART;238 AVENUE DE DUNKERQUE;;59000;LAMBERSART;08 11 46 20 46;;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050286;CALL SAT;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M12;D. Descatoire;OUI
1047910;TINTHURLIE MARCQ EN BAROEUL;28 RUE NATIONALE;;59700;MARCQ EN BAROEUL;03 66 64 65 80;sfr.marcq@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050217;TINTHURLIE;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M12;D. Descatoire;NON
1047911;ZAP NORD CAEN;9 AVENUE DU 6 JUIN;;14000;CAEN;02 31 79 87 04;boutiquecaen@zapping-numerique.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050288;ZAP NORD;IC08;INDEPENDANTS;AG03;Ouest PGP;Z21;G. Allain;M49;S. Menin;OUI
1047919;TINTHURLIE CROIX;31 RUE DE LA GARE;;59170;CROIX;03 66 96 42 11;sfr.croix@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050217;TINTHURLIE;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z24;A. Courouble;M12;D. Descatoire;NON
1047928;GRYSBI SURESNES;56 AVENUE JEAN JAURES;;92150;SURESNES;01 45 06 29 58;boutique.suresnes@numericable.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050315;GRYSBI;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z19;J. Zenou;M65;M. Benhamma;OUI
1047941;HD7 LYON JAURES;74 RUE SALOMON REINACH;;69007;LYON;07 68 79 23 99;karine.gasparovic@numericable.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050313;HD7;IC08;INDEPENDANTS;AG02;Centre-Est PGP;Z08;D. Parent Claude;M15;A. Mallet;OUI
1047954;FIBRE AND COM ECHIROLLES;48 AVENUE DU 8 MAI 1945;;38130;ECHIROLLES;08 11 46 20 46;ayaovi.fibreandcom@gmail.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050311;FIBRE AND COM;IC08;INDEPENDANTS;AG02;Centre-Est PGP;Z08;D. Parent Claude;M18;N. Manai Fayollat;OUI
1047955;FIBRETEL LYON VALMY;PLACE VALMY;;69009;LYON;04 26 64 15 45;LYON-VALMY@FIBRETEL.FR;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050294;FIBRETEL;IC08;INDEPENDANTS;AG02;Centre-Est PGP;Z09;A. Chareyron;M21;V. Martin;OUI
1048989;JETTEL SAINT DIZIER;17 RUE DU DOCTEUR MOUGEOT;;52100;SAINT DIZIER;03 25 05 50 28;espacesfr.stdizier@jettel.fr;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1001891;JETTEL;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z25;A. Laroche;M02;A. Cinari;NON
1048999;DETOWIN ST OMER;C CIAL AUCHAN LONGUENESSE;RIVES DE l'AA - ZAC DES FRAIS FONDS;62219;LONGUENESSE;03 21 98 72 99;detowin.saintomer@detowin.com;C3;C3 Réseau Direct;R5;Espace IND Zone ADSL;1023612;DETOWIN;IC08;INDEPENDANTS;AG05;Nord-Est PGP;Z05;MA. Roquette;M14;M. Lesschave;NON
1049819;COMMERCE 2000 RUE DE SEVRES;79 RUE DE SEVRES;;75006;PARIS 06;01 80 98 01 98;espace.sevres@abcom2000.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1031354;COMMERCE 2000;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M67;S. Vayn;NON
1049828;COMMERCE 2000 BVD SAINT MICHEL;36 BOULEVARD SAINT MICHEL;;75006;PARIS 06;01 80 98 01 99;espace.smichel@abcom2000.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1031354;COMMERCE 2000;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z02;D. Sartori;M67;S. Vayn;NON
1049832;SOCIETE NOUVELLE CALL'SAT CLICHY;50 AVENUE DE CLICHY;;75018;PARIS 18;01 84 05 98 15;stephanecanot@mac.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1049830;NOUVELLE CALL'SAT;IC08;INDEPENDANTS;AG01;Ile-de-France PGP;Z01;S. Morin;M59;M. Passeri;NON
1049927;ROUGE COMMUNICATION LYON;26 GRANDE RUE DE LA CROIX ROUSSE;;69004;LYON 04;04 78 27 08 64;croix-rousse@grouperouge.com;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1023397;ROUGE COMMUNICATION;IC08;INDEPENDANTS;AG02;Centre-Est PGP;Z09;A. Chareyron;M21;V. Martin;NON
1050067;L&V MARIGNANE;C CIAL INTERMARCHE;AVENUE DU 8 MAI 1945;13700;MARIGNANE;04 42 09 61 92;marion.ciscar@sfr.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050068;L&V;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z16;S. Mattei;M87;M. Gonzalez;NON
1050146;NOAM MONTAIGNE;93 RUE MONTAIGNE;;13012;MARSEILLE;04 91 34 00 36;montaigne@sfrnoam.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1024941;NOAM TDG;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z11;L. Limbal;M28;L. Cusimano;NON
1050147;NOAM CROIX ROUGE;C CIAL LA CROIX ROUGE;BOULEVARD MARCEL DELPRAT;13013;MARSEILLE;04 91 05 36 36;croixrouge@sfrnoam.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1024941;NOAM TDG;IC08;INDEPENDANTS;AG04;Méditerranée PGP;Z11;L. Limbal;M28;L. Cusimano;NON
1050188;ZAP RENNES;20 RUE DE NEMOURS;;35000;RENNES;02 99 77 93 76;rennesnemours@zapping-numerique.fr;C3;C3 Réseau Direct;T5;Espace IND Zone THD;1050187;ZAP RENNES;IC08;INDEPENDANTS;AG03;Ouest PGP;Z22;Y. Daniel;M09;P. Quilgars;NON
